
##################################################
Entropy Ratio = 0.1
Confuse Model Ratio = 0.1
Vote Mode = True
##################################################

==================================================
Label Mapping Summary:
Global ID = 0  | from: MNIST: '0'
Global ID = 35 | from: EMNIST: 'P'
Global ID = 36 | from: EMNIST: 'Q'
Global ID = 37 | from: EMNIST: 'R'
Global ID = 38 | from: EMNIST: 'S'
Global ID = 39 | from: EMNIST: 'T'
Global ID = 40 | from: EMNIST: 'U'
Global ID = 41 | from: EMNIST: 'V'
Global ID = 42 | from: EMNIST: 'W'
Global ID = 43 | from: EMNIST: 'X'
Global ID = 44 | from: EMNIST: 'Y'
Global ID = 45 | from: EMNIST: 'Z'
Global ID = 46 | from: EMNIST: 'a'
Global ID = 47 | from: EMNIST: 'b'
Global ID = 48 | from: EMNIST: 'c'
Global ID = 49 | from: EMNIST: 'd'
Global ID = 50 | from: EMNIST: 'e'
Global ID = 51 | from: EMNIST: 'f'
Global ID = 52 | from: EMNIST: 'g'
Global ID = 53 | from: EMNIST: 'h'
Global ID = 54 | from: EMNIST: 'i'
Global ID = 55 | from: EMNIST: 'j'
Global ID = 56 | from: EMNIST: 'k'
Global ID = 57 | from: EMNIST: 'l'
Global ID = 58 | from: EMNIST: 'm'
Global ID = 59 | from: EMNIST: 'n'
Global ID = 60 | from: EMNIST: 'o'
Global ID = 61 | from: EMNIST: 'p'
Global ID = 62 | from: EMNIST: 'q'
Global ID = 63 | from: EMNIST: 'r'
Global ID = 64 | from: EMNIST: 's'
Global ID = 65 | from: EMNIST: 't'
Global ID = 66 | from: EMNIST: 'u'
Global ID = 67 | from: EMNIST: 'v'
Global ID = 68 | from: EMNIST: 'w'
Global ID = 69 | from: EMNIST: 'x'
Global ID = 70 | from: EMNIST: 'y'
Global ID = 71 | from: EMNIST: 'z'
Global ID = 72 | from: CIFAR10: 'airplane'
Global ID = 73 | from: CIFAR10: 'automobile'
Global ID = 74 | from: CIFAR10: 'bird'
Global ID = 75 | from: CIFAR10: 'cat'
Global ID = 76 | from: CIFAR10: 'deer'
Global ID = 77 | from: CIFAR10: 'dog'
Global ID = 78 | from: CIFAR10: 'frog'
Global ID = 79 | from: CIFAR10: 'horse'
Global ID = 80 | from: CIFAR10: 'ship'
Global ID = 81 | from: CIFAR10: 'truck'
==================================================


##################################################
Entropy Ratio = 0.1
Confuse Model Ratio = 0.5
Vote Mode = True
##################################################

==================================================
Label Mapping Summary:
Global ID = 0  | from: EMNIST: '4', MNIST: '4'
Global ID = 1  | from: MNIST: '0'
Global ID = 2  | from: MNIST: '1'
Global ID = 3  | from: MNIST: '2'
Global ID = 4  | from: MNIST: '3'
Global ID = 5  | from: MNIST: '5'
Global ID = 6  | from: MNIST: '6'
Global ID = 7  | from: MNIST: '7'
Global ID = 8  | from: MNIST: '8'
Global ID = 9  | from: MNIST: '9'
Global ID = 10 | from: EMNIST: '0'
Global ID = 11 | from: EMNIST: '1'
Global ID = 12 | from: EMNIST: '2'
Global ID = 13 | from: EMNIST: '3'
Global ID = 14 | from: EMNIST: '5'
Global ID = 15 | from: EMNIST: '6'
Global ID = 16 | from: EMNIST: '7'
Global ID = 17 | from: EMNIST: '8'
Global ID = 18 | from: EMNIST: '9'
Global ID = 19 | from: EMNIST: 'A'
Global ID = 20 | from: EMNIST: 'B'
Global ID = 21 | from: EMNIST: 'C'
Global ID = 22 | from: EMNIST: 'D'
Global ID = 23 | from: EMNIST: 'E'
Global ID = 24 | from: EMNIST: 'F'
Global ID = 25 | from: EMNIST: 'G'
Global ID = 26 | from: EMNIST: 'H'
Global ID = 27 | from: EMNIST: 'I'
Global ID = 28 | from: EMNIST: 'J'
Global ID = 29 | from: EMNIST: 'K'
Global ID = 30 | from: EMNIST: 'L'
Global ID = 31 | from: EMNIST: 'M'
Global ID = 32 | from: EMNIST: 'N'
Global ID = 33 | from: EMNIST: 'O'
Global ID = 34 | from: EMNIST: 'P'
Global ID = 35 | from: EMNIST: 'Q'
Global ID = 36 | from: EMNIST: 'R'
Global ID = 37 | from: EMNIST: 'S'
Global ID = 38 | from: EMNIST: 'T'
Global ID = 39 | from: EMNIST: 'U'
Global ID = 40 | from: EMNIST: 'V'
Global ID = 41 | from: EMNIST: 'W'
Global ID = 42 | from: EMNIST: 'X'
Global ID = 43 | from: EMNIST: 'Y'
Global ID = 44 | from: EMNIST: 'Z'
Global ID = 45 | from: EMNIST: 'a'
Global ID = 46 | from: EMNIST: 'b'
Global ID = 47 | from: EMNIST: 'c'
Global ID = 48 | from: EMNIST: 'd'
Global ID = 49 | from: EMNIST: 'e'
Global ID = 50 | from: EMNIST: 'f'
Global ID = 51 | from: EMNIST: 'g'
Global ID = 52 | from: EMNIST: 'h'
Global ID = 53 | from: EMNIST: 'i'
Global ID = 54 | from: EMNIST: 'j'
Global ID = 55 | from: EMNIST: 'k'
Global ID = 56 | from: EMNIST: 'l'
Global ID = 57 | from: EMNIST: 'm'
Global ID = 58 | from: EMNIST: 'n'
Global ID = 59 | from: EMNIST: 'o'
Global ID = 60 | from: EMNIST: 'p'
Global ID = 61 | from: EMNIST: 'q'
Global ID = 62 | from: EMNIST: 'r'
Global ID = 63 | from: EMNIST: 's'
Global ID = 64 | from: EMNIST: 't'
Global ID = 65 | from: EMNIST: 'u'
Global ID = 66 | from: EMNIST: 'v'
Global ID = 67 | from: EMNIST: 'w'
Global ID = 68 | from: EMNIST: 'x'
Global ID = 69 | from: EMNIST: 'y'
Global ID = 70 | from: EMNIST: 'z'
Global ID = 71 | from: CIFAR10: 'airplane'
Global ID = 72 | from: CIFAR10: 'automobile'
Global ID = 73 | from: CIFAR10: 'bird'
Global ID = 74 | from: CIFAR10: 'cat'
Global ID = 75 | from: CIFAR10: 'deer'
Global ID = 76 | from: CIFAR10: 'dog'
Global ID = 77 | from: CIFAR10: 'frog'
Global ID = 78 | from: CIFAR10: 'horse'
Global ID = 79 | from: CIFAR10: 'ship'
Global ID = 80 | from: CIFAR10: 'truck'
==================================================


##################################################
Entropy Ratio = 0.1
Confuse Model Ratio = 0.5
Vote Mode = False
##################################################

==================================================
Label Mapping Summary:
Global ID = 0  | from: EMNIST: '4', MNIST: '4'
Global ID = 1  | from: MNIST: '0'
Global ID = 2  | from: MNIST: '1'
Global ID = 3  | from: MNIST: '2'
Global ID = 4  | from: MNIST: '3'
Global ID = 5  | from: MNIST: '5'
Global ID = 6  | from: MNIST: '6'
Global ID = 7  | from: MNIST: '7'
Global ID = 8  | from: MNIST: '8'
Global ID = 9  | from: MNIST: '9'
Global ID = 10 | from: EMNIST: '0'
Global ID = 11 | from: EMNIST: '1'
Global ID = 12 | from: EMNIST: '2'
Global ID = 13 | from: EMNIST: '3'
Global ID = 14 | from: EMNIST: '5'
Global ID = 15 | from: EMNIST: '6'
Global ID = 16 | from: EMNIST: '7'
Global ID = 17 | from: EMNIST: '8'
Global ID = 18 | from: EMNIST: '9'
Global ID = 19 | from: EMNIST: 'A'
Global ID = 20 | from: EMNIST: 'B'
Global ID = 21 | from: EMNIST: 'C'
Global ID = 22 | from: EMNIST: 'D'
Global ID = 23 | from: EMNIST: 'E'
Global ID = 24 | from: EMNIST: 'F'
Global ID = 25 | from: EMNIST: 'G'
Global ID = 26 | from: EMNIST: 'H'
Global ID = 27 | from: EMNIST: 'I'
Global ID = 28 | from: EMNIST: 'J'
Global ID = 29 | from: EMNIST: 'K'
Global ID = 30 | from: EMNIST: 'L'
Global ID = 31 | from: EMNIST: 'M'
Global ID = 32 | from: EMNIST: 'N'
Global ID = 33 | from: EMNIST: 'O'
Global ID = 34 | from: EMNIST: 'P'
Global ID = 35 | from: EMNIST: 'Q'
Global ID = 36 | from: EMNIST: 'R'
Global ID = 37 | from: EMNIST: 'S'
Global ID = 38 | from: EMNIST: 'T'
Global ID = 39 | from: EMNIST: 'U'
Global ID = 40 | from: EMNIST: 'V'
Global ID = 41 | from: EMNIST: 'W'
Global ID = 42 | from: EMNIST: 'X'
Global ID = 43 | from: EMNIST: 'Y'
Global ID = 44 | from: EMNIST: 'Z'
Global ID = 45 | from: EMNIST: 'a'
Global ID = 46 | from: EMNIST: 'b'
Global ID = 47 | from: EMNIST: 'c'
Global ID = 48 | from: EMNIST: 'd'
Global ID = 49 | from: EMNIST: 'e'
Global ID = 50 | from: EMNIST: 'f'
Global ID = 51 | from: EMNIST: 'g'
Global ID = 52 | from: EMNIST: 'h'
Global ID = 53 | from: EMNIST: 'i'
Global ID = 54 | from: EMNIST: 'j'
Global ID = 55 | from: EMNIST: 'k'
Global ID = 56 | from: EMNIST: 'l'
Global ID = 57 | from: EMNIST: 'm'
Global ID = 58 | from: EMNIST: 'n'
Global ID = 59 | from: EMNIST: 'o'
Global ID = 60 | from: EMNIST: 'p'
Global ID = 61 | from: EMNIST: 'q'
Global ID = 62 | from: EMNIST: 'r'
Global ID = 63 | from: EMNIST: 's'
Global ID = 64 | from: EMNIST: 't'
Global ID = 65 | from: EMNIST: 'u'
Global ID = 66 | from: EMNIST: 'v'
Global ID = 67 | from: EMNIST: 'w'
Global ID = 68 | from: EMNIST: 'x'
Global ID = 69 | from: EMNIST: 'y'
Global ID = 70 | from: EMNIST: 'z'
Global ID = 71 | from: CIFAR10: 'airplane'
Global ID = 72 | from: CIFAR10: 'automobile'
Global ID = 73 | from: CIFAR10: 'bird'
Global ID = 74 | from: CIFAR10: 'cat'
Global ID = 75 | from: CIFAR10: 'deer'
Global ID = 76 | from: CIFAR10: 'dog'
Global ID = 77 | from: CIFAR10: 'frog'
Global ID = 78 | from: CIFAR10: 'horse'
Global ID = 79 | from: CIFAR10: 'ship'
Global ID = 80 | from: CIFAR10: 'truck'
==================================================


##################################################
Entropy Ratio = 0.1
Confuse Model Ratio = 0.6
Vote Mode = True
##################################################

==================================================
Label Mapping Summary:
Global ID = 0  | from: EMNIST: '4', MNIST: '4'
Global ID = 1  | from: MNIST: '0'
Global ID = 2  | from: MNIST: '1'
Global ID = 3  | from: MNIST: '2'
Global ID = 4  | from: MNIST: '3'
Global ID = 5  | from: MNIST: '5'
Global ID = 6  | from: MNIST: '6'
Global ID = 7  | from: MNIST: '7'
Global ID = 8  | from: MNIST: '8'
Global ID = 9  | from: MNIST: '9'
Global ID = 10 | from: EMNIST: '0'
Global ID = 11 | from: EMNIST: '1'
Global ID = 12 | from: EMNIST: '2'
Global ID = 13 | from: EMNIST: '3'
Global ID = 14 | from: EMNIST: '5'
Global ID = 15 | from: EMNIST: '6'
Global ID = 16 | from: EMNIST: '7'
Global ID = 17 | from: EMNIST: '8'
Global ID = 18 | from: EMNIST: '9'
Global ID = 19 | from: EMNIST: 'A'
Global ID = 20 | from: EMNIST: 'B'
Global ID = 21 | from: EMNIST: 'C'
Global ID = 22 | from: EMNIST: 'D'
Global ID = 23 | from: EMNIST: 'E'
Global ID = 24 | from: EMNIST: 'F'
Global ID = 25 | from: EMNIST: 'G'
Global ID = 26 | from: EMNIST: 'H'
Global ID = 27 | from: EMNIST: 'I'
Global ID = 28 | from: EMNIST: 'J'
Global ID = 29 | from: EMNIST: 'K'
Global ID = 30 | from: EMNIST: 'L'
Global ID = 31 | from: EMNIST: 'M'
Global ID = 32 | from: EMNIST: 'N'
Global ID = 33 | from: EMNIST: 'O'
Global ID = 34 | from: EMNIST: 'P'
Global ID = 35 | from: EMNIST: 'Q'
Global ID = 36 | from: EMNIST: 'R'
Global ID = 37 | from: EMNIST: 'S'
Global ID = 38 | from: EMNIST: 'T'
Global ID = 39 | from: EMNIST: 'U'
Global ID = 40 | from: EMNIST: 'V'
Global ID = 41 | from: EMNIST: 'W'
Global ID = 42 | from: EMNIST: 'X'
Global ID = 43 | from: EMNIST: 'Y'
Global ID = 44 | from: EMNIST: 'Z'
Global ID = 45 | from: EMNIST: 'a'
Global ID = 46 | from: EMNIST: 'b'
Global ID = 47 | from: EMNIST: 'c'
Global ID = 48 | from: EMNIST: 'd'
Global ID = 49 | from: EMNIST: 'e'
Global ID = 50 | from: EMNIST: 'f'
Global ID = 51 | from: EMNIST: 'g'
Global ID = 52 | from: EMNIST: 'h'
Global ID = 53 | from: EMNIST: 'i'
Global ID = 54 | from: EMNIST: 'j'
Global ID = 55 | from: EMNIST: 'k'
Global ID = 56 | from: EMNIST: 'l'
Global ID = 57 | from: EMNIST: 'm'
Global ID = 58 | from: EMNIST: 'n'
Global ID = 59 | from: EMNIST: 'o'
Global ID = 60 | from: EMNIST: 'p'
Global ID = 61 | from: EMNIST: 'q'
Global ID = 62 | from: EMNIST: 'r'
Global ID = 63 | from: EMNIST: 's'
Global ID = 64 | from: EMNIST: 't'
Global ID = 65 | from: EMNIST: 'u'
Global ID = 66 | from: EMNIST: 'v'
Global ID = 67 | from: EMNIST: 'w'
Global ID = 68 | from: EMNIST: 'x'
Global ID = 69 | from: EMNIST: 'y'
Global ID = 70 | from: EMNIST: 'z'
Global ID = 71 | from: CIFAR10: 'airplane'
Global ID = 72 | from: CIFAR10: 'automobile'
Global ID = 73 | from: CIFAR10: 'bird'
Global ID = 74 | from: CIFAR10: 'cat'
Global ID = 75 | from: CIFAR10: 'deer'
Global ID = 76 | from: CIFAR10: 'dog'
Global ID = 77 | from: CIFAR10: 'frog'
Global ID = 78 | from: CIFAR10: 'horse'
Global ID = 79 | from: CIFAR10: 'ship'
Global ID = 80 | from: CIFAR10: 'truck'
==================================================


##################################################
Entropy Ratio = 0.1
Confuse Model Ratio = 0.6
Vote Mode = False
##################################################

==================================================
Label Mapping Summary:
Global ID = 0  | from: EMNIST: '4', MNIST: '4'
Global ID = 1  | from: MNIST: '0'
Global ID = 2  | from: MNIST: '1'
Global ID = 3  | from: MNIST: '2'
Global ID = 4  | from: MNIST: '3'
Global ID = 5  | from: MNIST: '5'
Global ID = 6  | from: MNIST: '6'
Global ID = 7  | from: MNIST: '7'
Global ID = 8  | from: MNIST: '8'
Global ID = 9  | from: MNIST: '9'
Global ID = 10 | from: EMNIST: '0'
Global ID = 11 | from: EMNIST: '1'
Global ID = 12 | from: EMNIST: '2'
Global ID = 13 | from: EMNIST: '3'
Global ID = 14 | from: EMNIST: '5'
Global ID = 15 | from: EMNIST: '6'
Global ID = 16 | from: EMNIST: '7'
Global ID = 17 | from: EMNIST: '8'
Global ID = 18 | from: EMNIST: '9'
Global ID = 19 | from: EMNIST: 'A'
Global ID = 20 | from: EMNIST: 'B'
Global ID = 21 | from: EMNIST: 'C'
Global ID = 22 | from: EMNIST: 'D'
Global ID = 23 | from: EMNIST: 'E'
Global ID = 24 | from: EMNIST: 'F'
Global ID = 25 | from: EMNIST: 'G'
Global ID = 26 | from: EMNIST: 'H'
Global ID = 27 | from: EMNIST: 'I'
Global ID = 28 | from: EMNIST: 'J'
Global ID = 29 | from: EMNIST: 'K'
Global ID = 30 | from: EMNIST: 'L'
Global ID = 31 | from: EMNIST: 'M'
Global ID = 32 | from: EMNIST: 'N'
Global ID = 33 | from: EMNIST: 'O'
Global ID = 34 | from: EMNIST: 'P'
Global ID = 35 | from: EMNIST: 'Q'
Global ID = 36 | from: EMNIST: 'R'
Global ID = 37 | from: EMNIST: 'S'
Global ID = 38 | from: EMNIST: 'T'
Global ID = 39 | from: EMNIST: 'U'
Global ID = 40 | from: EMNIST: 'V'
Global ID = 41 | from: EMNIST: 'W'
Global ID = 42 | from: EMNIST: 'X'
Global ID = 43 | from: EMNIST: 'Y'
Global ID = 44 | from: EMNIST: 'Z'
Global ID = 45 | from: EMNIST: 'a'
Global ID = 46 | from: EMNIST: 'b'
Global ID = 47 | from: EMNIST: 'c'
Global ID = 48 | from: EMNIST: 'd'
Global ID = 49 | from: EMNIST: 'e'
Global ID = 50 | from: EMNIST: 'f'
Global ID = 51 | from: EMNIST: 'g'
Global ID = 52 | from: EMNIST: 'h'
Global ID = 53 | from: EMNIST: 'i'
Global ID = 54 | from: EMNIST: 'j'
Global ID = 55 | from: EMNIST: 'k'
Global ID = 56 | from: EMNIST: 'l'
Global ID = 57 | from: EMNIST: 'm'
Global ID = 58 | from: EMNIST: 'n'
Global ID = 59 | from: EMNIST: 'o'
Global ID = 60 | from: EMNIST: 'p'
Global ID = 61 | from: EMNIST: 'q'
Global ID = 62 | from: EMNIST: 'r'
Global ID = 63 | from: EMNIST: 's'
Global ID = 64 | from: EMNIST: 't'
Global ID = 65 | from: EMNIST: 'u'
Global ID = 66 | from: EMNIST: 'v'
Global ID = 67 | from: EMNIST: 'w'
Global ID = 68 | from: EMNIST: 'x'
Global ID = 69 | from: EMNIST: 'y'
Global ID = 70 | from: EMNIST: 'z'
Global ID = 71 | from: CIFAR10: 'airplane'
Global ID = 72 | from: CIFAR10: 'automobile'
Global ID = 73 | from: CIFAR10: 'bird'
Global ID = 74 | from: CIFAR10: 'cat'
Global ID = 75 | from: CIFAR10: 'deer'
Global ID = 76 | from: CIFAR10: 'dog'
Global ID = 77 | from: CIFAR10: 'frog'
Global ID = 78 | from: CIFAR10: 'horse'
Global ID = 79 | from: CIFAR10: 'ship'
Global ID = 80 | from: CIFAR10: 'truck'
==================================================


##################################################
Entropy Ratio = 0.1
Confuse Model Ratio = 0.7
Vote Mode = True
##################################################

==================================================
Label Mapping Summary:
Global ID = 0  | from: EMNIST: '2', MNIST: '2'
Global ID = 1  | from: EMNIST: '3', MNIST: '3'
Global ID = 2  | from: EMNIST: '4', MNIST: '4'
Global ID = 3  | from: EMNIST: '6', MNIST: '6'
Global ID = 4  | from: MNIST: '0'
Global ID = 5  | from: MNIST: '1'
Global ID = 6  | from: MNIST: '5'
Global ID = 7  | from: MNIST: '7'
Global ID = 8  | from: MNIST: '8'
Global ID = 9  | from: MNIST: '9'
Global ID = 10 | from: EMNIST: '0'
Global ID = 11 | from: EMNIST: '1'
Global ID = 12 | from: EMNIST: '5'
Global ID = 13 | from: EMNIST: '7'
Global ID = 14 | from: EMNIST: '8'
Global ID = 15 | from: EMNIST: '9'
Global ID = 16 | from: EMNIST: 'A'
Global ID = 17 | from: EMNIST: 'B'
Global ID = 18 | from: EMNIST: 'C'
Global ID = 19 | from: EMNIST: 'D'
Global ID = 20 | from: EMNIST: 'E'
Global ID = 21 | from: EMNIST: 'F'
Global ID = 22 | from: EMNIST: 'G'
Global ID = 23 | from: EMNIST: 'H'
Global ID = 24 | from: EMNIST: 'I'
Global ID = 25 | from: EMNIST: 'J'
Global ID = 26 | from: EMNIST: 'K'
Global ID = 27 | from: EMNIST: 'L'
Global ID = 28 | from: EMNIST: 'M'
Global ID = 29 | from: EMNIST: 'N'
Global ID = 30 | from: EMNIST: 'O'
Global ID = 31 | from: EMNIST: 'P'
Global ID = 32 | from: EMNIST: 'Q'
Global ID = 33 | from: EMNIST: 'R'
Global ID = 34 | from: EMNIST: 'S'
Global ID = 35 | from: EMNIST: 'T'
Global ID = 36 | from: EMNIST: 'U'
Global ID = 37 | from: EMNIST: 'V'
Global ID = 38 | from: EMNIST: 'W'
Global ID = 39 | from: EMNIST: 'X'
Global ID = 40 | from: EMNIST: 'Y'
Global ID = 41 | from: EMNIST: 'Z'
Global ID = 42 | from: EMNIST: 'a'
Global ID = 43 | from: EMNIST: 'b'
Global ID = 44 | from: EMNIST: 'c'
Global ID = 45 | from: EMNIST: 'd'
Global ID = 46 | from: EMNIST: 'e'
Global ID = 47 | from: EMNIST: 'f'
Global ID = 48 | from: EMNIST: 'g'
Global ID = 49 | from: EMNIST: 'h'
Global ID = 50 | from: EMNIST: 'i'
Global ID = 51 | from: EMNIST: 'j'
Global ID = 52 | from: EMNIST: 'k'
Global ID = 53 | from: EMNIST: 'l'
Global ID = 54 | from: EMNIST: 'm'
Global ID = 55 | from: EMNIST: 'n'
Global ID = 56 | from: EMNIST: 'o'
Global ID = 57 | from: EMNIST: 'p'
Global ID = 58 | from: EMNIST: 'q'
Global ID = 59 | from: EMNIST: 'r'
Global ID = 60 | from: EMNIST: 's'
Global ID = 61 | from: EMNIST: 't'
Global ID = 62 | from: EMNIST: 'u'
Global ID = 63 | from: EMNIST: 'v'
Global ID = 64 | from: EMNIST: 'w'
Global ID = 65 | from: EMNIST: 'x'
Global ID = 66 | from: EMNIST: 'y'
Global ID = 67 | from: EMNIST: 'z'
Global ID = 68 | from: CIFAR10: 'airplane'
Global ID = 69 | from: CIFAR10: 'automobile'
Global ID = 70 | from: CIFAR10: 'bird'
Global ID = 71 | from: CIFAR10: 'cat'
Global ID = 72 | from: CIFAR10: 'deer'
Global ID = 73 | from: CIFAR10: 'dog'
Global ID = 74 | from: CIFAR10: 'frog'
Global ID = 75 | from: CIFAR10: 'horse'
Global ID = 76 | from: CIFAR10: 'ship'
Global ID = 77 | from: CIFAR10: 'truck'
==================================================


##################################################
Entropy Ratio = 0.1
Confuse Model Ratio = 0.7
Vote Mode = False
##################################################

==================================================
Label Mapping Summary:
Global ID = 0  | from: EMNIST: '2', MNIST: '2'
Global ID = 1  | from: EMNIST: '3', MNIST: '3'
Global ID = 2  | from: EMNIST: '4', MNIST: '4'
Global ID = 3  | from: EMNIST: '6', MNIST: '6'
Global ID = 4  | from: MNIST: '0'
Global ID = 5  | from: MNIST: '1'
Global ID = 6  | from: MNIST: '5'
Global ID = 7  | from: MNIST: '7'
Global ID = 8  | from: MNIST: '8'
Global ID = 9  | from: MNIST: '9'
Global ID = 10 | from: EMNIST: '0'
Global ID = 11 | from: EMNIST: '1'
Global ID = 12 | from: EMNIST: '5'
Global ID = 13 | from: EMNIST: '7'
Global ID = 14 | from: EMNIST: '8'
Global ID = 15 | from: EMNIST: '9'
Global ID = 16 | from: EMNIST: 'A'
Global ID = 17 | from: EMNIST: 'B'
Global ID = 18 | from: EMNIST: 'C'
Global ID = 19 | from: EMNIST: 'D'
Global ID = 20 | from: EMNIST: 'E'
Global ID = 21 | from: EMNIST: 'F'
Global ID = 22 | from: EMNIST: 'G'
Global ID = 23 | from: EMNIST: 'H'
Global ID = 24 | from: EMNIST: 'I'
Global ID = 25 | from: EMNIST: 'J'
Global ID = 26 | from: EMNIST: 'K'
Global ID = 27 | from: EMNIST: 'L'
Global ID = 28 | from: EMNIST: 'M'
Global ID = 29 | from: EMNIST: 'N'
Global ID = 30 | from: EMNIST: 'O'
Global ID = 31 | from: EMNIST: 'P'
Global ID = 32 | from: EMNIST: 'Q'
Global ID = 33 | from: EMNIST: 'R'
Global ID = 34 | from: EMNIST: 'S'
Global ID = 35 | from: EMNIST: 'T'
Global ID = 36 | from: EMNIST: 'U'
Global ID = 37 | from: EMNIST: 'V'
Global ID = 38 | from: EMNIST: 'W'
Global ID = 39 | from: EMNIST: 'X'
Global ID = 40 | from: EMNIST: 'Y'
Global ID = 41 | from: EMNIST: 'Z'
Global ID = 42 | from: EMNIST: 'a'
Global ID = 43 | from: EMNIST: 'b'
Global ID = 44 | from: EMNIST: 'c'
Global ID = 45 | from: EMNIST: 'd'
Global ID = 46 | from: EMNIST: 'e'
Global ID = 47 | from: EMNIST: 'f'
Global ID = 48 | from: EMNIST: 'g'
Global ID = 49 | from: EMNIST: 'h'
Global ID = 50 | from: EMNIST: 'i'
Global ID = 51 | from: EMNIST: 'j'
Global ID = 52 | from: EMNIST: 'k'
Global ID = 53 | from: EMNIST: 'l'
Global ID = 54 | from: EMNIST: 'm'
Global ID = 55 | from: EMNIST: 'n'
Global ID = 56 | from: EMNIST: 'o'
Global ID = 57 | from: EMNIST: 'p'
Global ID = 58 | from: EMNIST: 'q'
Global ID = 59 | from: EMNIST: 'r'
Global ID = 60 | from: EMNIST: 's'
Global ID = 61 | from: EMNIST: 't'
Global ID = 62 | from: EMNIST: 'u'
Global ID = 63 | from: EMNIST: 'v'
Global ID = 64 | from: EMNIST: 'w'
Global ID = 65 | from: EMNIST: 'x'
Global ID = 66 | from: EMNIST: 'y'
Global ID = 67 | from: EMNIST: 'z'
Global ID = 68 | from: CIFAR10: 'airplane'
Global ID = 69 | from: CIFAR10: 'automobile'
Global ID = 70 | from: CIFAR10: 'bird'
Global ID = 71 | from: CIFAR10: 'cat'
Global ID = 72 | from: CIFAR10: 'deer'
Global ID = 73 | from: CIFAR10: 'dog'
Global ID = 74 | from: CIFAR10: 'frog'
Global ID = 75 | from: CIFAR10: 'horse'
Global ID = 76 | from: CIFAR10: 'ship'
Global ID = 77 | from: CIFAR10: 'truck'
==================================================


##################################################
Entropy Ratio = 0.1
Confuse Model Ratio = 0.8
Vote Mode = True
##################################################

==================================================
Label Mapping Summary:
Global ID = 0  | from: EMNIST: '2', MNIST: '2'
Global ID = 1  | from: EMNIST: '3', MNIST: '3'
Global ID = 2  | from: EMNIST: '4', MNIST: '4'
Global ID = 3  | from: EMNIST: '6', MNIST: '6'
Global ID = 4  | from: EMNIST: '8', MNIST: '8'
Global ID = 5  | from: MNIST: '0'
Global ID = 6  | from: MNIST: '1'
Global ID = 7  | from: MNIST: '5'
Global ID = 8  | from: MNIST: '7'
Global ID = 9  | from: MNIST: '9'
Global ID = 10 | from: EMNIST: '0'
